row_id,order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit,days_to_ship,profit_margin
1337,US-2017-123281,2017-04-02,2017-04-07,Standard Class,JF-15190,FUR-FU-10003724,25.11,3,0.0,6.5286,5,0.26
1338,CA-2017-100524,2017-03-31,2017-04-02,Second Class,CM-12115,FUR-FU-10004018,29.78,2,0.0,8.0406,2,0.27
1339,CA-2017-100524,2017-03-31,2017-04-02,Second Class,CM-12115,TEC-PH-10002549,677.58,3,0.0,176.1708,2,0.26
1340,CA-2017-100524,2017-03-31,2017-04-02,Second Class,CM-12115,OFF-PA-10004911,75.04,8,0.0,36.0192,2,0.48
1341,CA-2017-113481,2017-01-02,2017-01-04,First Class,AS-10045,TEC-MA-10002178,695.7,2,0.5,-27.828,2,-0.04
1342,CA-2017-113481,2017-01-02,2017-01-04,First Class,AS-10045,OFF-BI-10003694,15.66,5,0.7,-12.528,2,-0.8
1343,CA-2017-113481,2017-01-02,2017-01-04,First Class,AS-10045,OFF-BI-10000474,28.854,6,0.7,-21.1596,2,-0.7333
1344,CA-2015-131758,2015-05-28,2015-06-01,Standard Class,KB-16315,OFF-AR-10000411,47.82,3,0.0,14.346,4,0.3
1345,CA-2015-131758,2015-05-28,2015-06-01,Standard Class,KB-16315,OFF-LA-10000262,13.05,5,0.0,6.003,4,0.46
1346,CA-2014-118339,2014-03-17,2014-03-24,Standard Class,BN-11515,OFF-AP-10001154,93.78,2,0.0,36.5742,7,0.39
1347,CA-2014-118339,2014-03-17,2014-03-24,Standard Class,BN-11515,OFF-PA-10000466,47.18,7,0.0,23.59,7,0.5
1348,CA-2014-118339,2014-03-17,2014-03-24,Standard Class,BN-11515,OFF-AR-10003829,19.68,6,0.0,5.7072,7,0.29
1349,CA-2014-118339,2014-03-17,2014-03-24,Standard Class,BN-11515,OFF-BI-10001758,53.4,10,0.0,25.098,7,0.47
1350,CA-2014-118339,2014-03-17,2014-03-24,Standard Class,BN-11515,OFF-BI-10000136,35.88,6,0.0,17.2224,7,0.48
1351,CA-2014-153976,2014-10-03,2014-10-08,Second Class,BP-11290,FUR-CH-10002880,258.279,3,0.3,-70.1043,5,-0.2714
1352,CA-2016-162901,2016-03-28,2016-03-31,First Class,AS-10045,OFF-ST-10000649,31.4,2,0.0,7.85,3,0.25
1353,CA-2017-162978,2017-05-04,2017-05-09,Standard Class,LW-16990,TEC-PH-10003092,183.96,5,0.2,20.6955,5,0.1125
1354,CA-2017-162978,2017-05-04,2017-05-09,Standard Class,LW-16990,OFF-PA-10002250,17.61,3,0.0,8.4528,5,0.48
1355,CA-2017-162978,2017-05-04,2017-05-09,Standard Class,LW-16990,FUR-TA-10003473,300.904,1,0.2,11.2839,5,0.0375
1356,US-2014-160444,2014-07-05,2014-07-05,Same Day,DC-12850,OFF-ST-10001522,220.776,3,0.2,-44.1552,0,-0.2
1357,US-2014-160444,2014-07-05,2014-07-05,Same Day,DC-12850,OFF-ST-10000563,281.424,11,0.2,-35.178,0,-0.125
1358,CA-2016-145247,2016-05-05,2016-05-07,First Class,ND-18370,OFF-PA-10003641,79.14,3,0.0,36.4044,2,0.46
1359,CA-2017-160045,2017-04-26,2017-04-27,First Class,LB-16735,FUR-FU-10000010,1.988,1,0.6,-1.4413,1,-0.725
1360,US-2014-151925,2014-09-26,2014-10-01,Second Class,KT-16465,FUR-CH-10002961,145.568,2,0.2,0.0,5,0.0
1361,CA-2017-125199,2017-10-19,2017-10-25,Standard Class,HM-14860,OFF-AR-10002956,123.256,7,0.2,9.2442,6,0.075
1362,CA-2017-125199,2017-10-19,2017-10-25,Standard Class,HM-14860,OFF-PA-10004041,23.68,4,0.2,7.4,6,0.3125
1363,CA-2017-125199,2017-10-19,2017-10-25,Standard Class,HM-14860,TEC-PH-10001336,309.576,4,0.4,-56.7556,6,-0.1833
1364,US-2017-155425,2017-11-10,2017-11-11,First Class,AB-10600,OFF-BI-10001036,38.388,14,0.7,-25.592,1,-0.6667
1365,US-2017-155425,2017-11-10,2017-11-11,First Class,AB-10600,TEC-MA-10003183,95.994,2,0.7,-63.996,1,-0.6667
1366,US-2017-155425,2017-11-10,2017-11-11,First Class,AB-10600,TEC-AC-10001314,239.952,6,0.2,-35.9928,1,-0.15
1367,US-2017-155425,2017-11-10,2017-11-11,First Class,AB-10600,TEC-PH-10002563,201.584,2,0.2,15.1188,1,0.075
1368,US-2017-155425,2017-11-10,2017-11-11,First Class,AB-10600,FUR-CH-10003312,899.136,4,0.2,-146.1096,1,-0.1625
1369,CA-2017-133249,2017-07-08,2017-07-11,First Class,SZ-20035,FUR-FU-10001588,145.9,5,0.0,62.737,3,0.43
1370,US-2015-103471,2015-12-24,2015-12-28,Standard Class,JR-15670,FUR-BO-10002613,590.058,7,0.7,-786.744,4,-1.3333
1371,US-2015-103471,2015-12-24,2015-12-28,Standard Class,JR-15670,OFF-AR-10003405,14.04,3,0.2,1.5795,4,0.1125
1372,CA-2017-136672,2017-03-07,2017-03-12,Standard Class,MG-17890,TEC-AC-10004510,49.08,3,0.0,4.908,5,0.1
1373,US-2014-157021,2014-04-01,2014-04-06,Second Class,KM-16720,OFF-LA-10002312,29.6,2,0.0,14.8,5,0.5
1374,US-2014-157021,2014-04-01,2014-04-06,Second Class,KM-16720,OFF-BI-10000042,17.088,4,0.2,5.5536,5,0.325
1375,CA-2015-120362,2015-09-14,2015-09-19,Standard Class,CA-12265,FUR-TA-10003008,912.75,5,0.0,118.6575,5,0.13
1376,CA-2014-126361,2014-08-04,2014-08-09,Second Class,VD-21670,OFF-AP-10003590,1089.75,3,0.0,305.13,5,0.28
1377,CA-2014-126361,2014-08-04,2014-08-09,Second Class,VD-21670,OFF-PA-10000806,447.84,8,0.0,219.4416,5,0.49
1378,CA-2014-126361,2014-08-04,2014-08-09,Second Class,VD-21670,OFF-AR-10000896,16.4,5,0.0,4.264,5,0.26
1379,CA-2014-126361,2014-08-04,2014-08-09,Second Class,VD-21670,TEC-PH-10002310,399.96,5,0.2,34.9965,5,0.0875
1380,CA-2014-126361,2014-08-04,2014-08-09,Second Class,VD-21670,OFF-ST-10002289,158.9,5,0.0,7.945,5,0.05
1381,CA-2014-126361,2014-08-04,2014-08-09,Second Class,VD-21670,OFF-BI-10002852,13.184,1,0.2,4.7792,5,0.3625
1382,US-2016-100566,2016-09-03,2016-09-09,Standard Class,JK-16120,FUR-FU-10003394,83.952,3,0.6,-90.2484,6,-1.075
1383,US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,OFF-ST-10002344,80.98,1,0.0,1.6196,0,0.02
1384,US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,OFF-PA-10001289,348.84,9,0.0,170.9316,0,0.49
1385,US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,OFF-FA-10000053,9.45,5,0.0,0.189,0,0.02
1386,US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,FUR-FU-10004091,18.84,3,0.0,7.1592,0,0.38
1387,US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,FUR-BO-10004015,239.98,2,0.0,52.7956,0,0.22
1388,US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,OFF-EN-10003001,167.96,2,0.0,78.9412,0,0.47
1389,US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,TEC-PH-10000215,104.85,3,0.0,28.3095,0,0.27
1390,US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,TEC-PH-10003645,484.83,3,0.0,126.0558,0,0.26
1391,US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,OFF-PA-10000357,122.97,3,0.0,60.2553,0,0.49
1392,US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,OFF-ST-10004804,154.44,3,0.0,1.5444,0,0.01
1393,US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,OFF-PA-10003892,342.37,7,0.0,160.9139,0,0.47
1394,CA-2017-124828,2017-07-03,2017-07-04,First Class,YS-21880,OFF-AR-10003514,9.552,3,0.2,1.5522,1,0.1625
1395,US-2017-117247,2017-10-09,2017-10-14,Standard Class,CK-12760,FUR-TA-10002958,652.45,5,0.5,-430.617,5,-0.66
1396,US-2017-117247,2017-10-09,2017-10-14,Standard Class,CK-12760,FUR-TA-10001676,66.645,3,0.5,-42.6528,5,-0.64
1397,CA-2016-124485,2016-11-24,2016-11-26,First Class,NC-18340,OFF-BI-10000822,17.216,4,0.2,6.0256,2,0.35
1398,CA-2016-124485,2016-11-24,2016-11-26,First Class,NC-18340,OFF-PA-10004971,11.56,2,0.0,5.6644,2,0.49
1399,CA-2016-124485,2016-11-24,2016-11-26,First Class,NC-18340,TEC-AC-10002323,88.4,4,0.0,11.492,2,0.13
1400,CA-2016-124485,2016-11-24,2016-11-26,First Class,NC-18340,OFF-PA-10004888,6.48,1,0.0,3.1104,2,0.48
1401,CA-2016-159212,2016-11-01,2016-11-05,Standard Class,KM-16375,TEC-PH-10003988,21.8,2,0.0,6.104,4,0.28
1402,CA-2016-159212,2016-11-01,2016-11-05,Standard Class,KM-16375,OFF-EN-10002230,251.79,3,0.0,118.3413,4,0.47
1403,US-2016-161396,2016-04-19,2016-04-25,Standard Class,GM-14455,FUR-TA-10002622,205.176,2,0.4,-58.1332,6,-0.2833
1404,US-2016-161396,2016-04-19,2016-04-25,Standard Class,GM-14455,OFF-PA-10000418,419.4,5,0.2,146.79,6,0.35
1405,US-2014-118486,2014-04-06,2014-04-08,First Class,SD-20485,OFF-SU-10004498,10.304,1,0.2,-2.1896,2,-0.2125
1406,US-2014-118486,2014-04-06,2014-04-08,First Class,SD-20485,FUR-TA-10001039,154.764,3,0.4,-36.1116,2,-0.2333
1407,US-2014-118486,2014-04-06,2014-04-08,First Class,SD-20485,TEC-AC-10004659,116.784,2,0.2,21.897,2,0.1875
1408,CA-2016-130407,2016-09-02,2016-09-06,Standard Class,KD-16270,OFF-AR-10002240,75.48,2,0.0,19.6248,4,0.26
1409,CA-2016-130407,2016-09-02,2016-09-06,Standard Class,KD-16270,FUR-FU-10001967,39.98,2,0.0,9.995,4,0.25
1410,US-2016-122245,2016-09-25,2016-09-30,Standard Class,AB-10105,FUR-TA-10002356,393.165,3,0.5,-204.4458,5,-0.52
1411,CA-2017-105144,2017-11-04,2017-11-11,Standard Class,SZ-20035,OFF-LA-10003923,23.68,2,0.2,8.88,7,0.375
1412,CA-2016-136329,2016-07-09,2016-07-13,Standard Class,JD-15895,FUR-CH-10002335,408.006,2,0.1,72.5344,4,0.1778
1413,CA-2016-136329,2016-07-09,2016-07-13,Standard Class,JD-15895,FUR-FU-10000723,165.28,4,0.0,14.8752,4,0.09
1414,CA-2014-146640,2014-06-30,2014-07-05,Standard Class,HA-14905,OFF-BI-10002867,334.768,7,0.2,108.7996,5,0.325
1415,CA-2017-115994,2017-01-28,2017-01-31,Second Class,BT-11305,TEC-AC-10000580,239.97,3,0.0,26.3967,3,0.11
1416,CA-2017-115994,2017-01-28,2017-01-31,Second Class,BT-11305,FUR-FU-10003976,37.74,3,0.0,12.8316,3,0.34
1417,CA-2015-126697,2015-09-21,2015-09-24,First Class,SV-20815,TEC-PH-10002922,946.344,7,0.2,118.293,3,0.125
1418,CA-2015-126697,2015-09-21,2015-09-24,First Class,SV-20815,TEC-AC-10004353,151.2,3,0.2,32.13,3,0.2125
1419,CA-2015-126697,2015-09-21,2015-09-24,First Class,SV-20815,FUR-FU-10001706,4.928,4,0.6,-1.4784,3,-0.3
1420,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,OFF-PA-10000501,86.272,4,0.2,31.2736,4,0.3625
1421,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,OFF-BI-10000778,72.588,2,0.7,-48.392,4,-0.6667
1422,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,OFF-AP-10004980,60.672,2,0.2,14.4096,4,0.2375
1423,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,OFF-BI-10003984,77.031,9,0.7,-59.0571,4,-0.7667
1424,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,OFF-ST-10000798,119.904,6,0.2,-1.4988,4,-0.0125
1425,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,TEC-PH-10001750,263.96,5,0.2,23.0965,4,0.0875
1426,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,OFF-ST-10002743,363.648,4,0.2,-86.3664,4,-0.2375
1427,US-2015-164448,2015-10-31,2015-11-04,Second Class,DK-12835,OFF-BI-10002949,9.728,2,0.2,3.2832,4,0.3375
1428,US-2015-164448,2015-10-31,2015-11-04,Second Class,DK-12835,OFF-EN-10002600,14.75,5,0.0,7.08,4,0.48
1429,US-2015-164448,2015-10-31,2015-11-04,Second Class,DK-12835,OFF-BI-10003708,29.8,5,0.2,9.3125,4,0.3125
1430,US-2015-164448,2015-10-31,2015-11-04,Second Class,DK-12835,OFF-LA-10003510,427.42,14,0.0,196.6132,4,0.46
1431,CA-2017-122700,2017-11-26,2017-11-30,Standard Class,LT-17110,TEC-PH-10003092,220.752,8,0.4,-40.4712,4,-0.1833
1432,CA-2014-120768,2014-12-19,2014-12-21,Second Class,IM-15070,OFF-BI-10001191,152.76,6,0.0,74.8524,2,0.49
1433,CA-2014-120768,2014-12-19,2014-12-21,Second Class,IM-15070,OFF-SU-10004115,7.27,1,0.0,1.9629,2,0.27
1434,CA-2014-120768,2014-12-19,2014-12-21,Second Class,IM-15070,FUR-CH-10000513,1819.86,14,0.0,163.7874,2,0.09
1435,US-2016-153129,2016-12-26,2016-12-30,Standard Class,FP-14320,OFF-PA-10003673,33.9,5,0.0,15.594,4,0.46
1436,CA-2017-106852,2017-06-20,2017-06-27,Standard Class,ST-20530,OFF-PA-10001639,31.104,6,0.2,10.8864,7,0.35
1437,CA-2017-106852,2017-06-20,2017-06-27,Standard Class,ST-20530,OFF-AR-10003829,5.248,2,0.2,0.5904,7,0.1125
1438,CA-2015-139731,2015-10-15,2015-10-15,Same Day,JE-15745,TEC-AC-10004975,263.88,3,0.2,42.8805,0,0.1625
1439,CA-2015-139731,2015-10-15,2015-10-15,Same Day,JE-15745,FUR-CH-10002024,2453.43,5,0.3,-350.49,0,-0.1429
1440,CA-2017-122735,2017-04-12,2017-04-15,Second Class,BD-11320,OFF-BI-10004364,29.7,5,0.0,13.365,3,0.45
1441,CA-2017-122735,2017-04-12,2017-04-15,Second Class,BD-11320,OFF-PA-10001712,39.96,4,0.0,17.982,3,0.45
1442,CA-2017-128160,2017-12-19,2017-12-24,Second Class,MM-17920,OFF-BI-10001510,36.672,2,0.2,11.46,5,0.3125
1443,CA-2017-117695,2017-08-05,2017-08-08,First Class,PW-19030,OFF-PA-10002713,13.76,2,0.0,6.3296,3,0.46
1444,CA-2015-166135,2015-10-01,2015-10-06,Standard Class,SC-20440,OFF-ST-10002974,139.424,4,0.2,17.428,5,0.125
1445,CA-2016-133725,2016-05-23,2016-05-28,Standard Class,KL-16645,TEC-PH-10004165,1979.928,9,0.2,148.4946,5,0.075
1446,CA-2017-102337,2017-06-13,2017-06-16,First Class,SD-20485,OFF-ST-10004804,164.736,4,0.2,-39.1248,3,-0.2375
1447,CA-2017-102337,2017-06-13,2017-06-16,First Class,SD-20485,FUR-CH-10004289,470.302,7,0.3,-87.3418,3,-0.1857
1448,CA-2017-102337,2017-06-13,2017-06-16,First Class,SD-20485,TEC-PH-10002564,47.984,2,0.2,5.998,3,0.125
1449,US-2014-112564,2014-04-23,2014-04-24,First Class,TS-21160,OFF-BI-10004876,2.502,3,0.7,-1.7514,1,-0.7
1450,CA-2015-145821,2015-05-01,2015-05-07,Standard Class,JB-15400,TEC-PH-10004348,88.752,3,0.2,11.094,6,0.125
1451,US-2015-160150,2015-07-19,2015-07-20,First Class,TS-21085,OFF-BI-10004352,2.025,1,0.7,-1.35,1,-0.6667
1452,CA-2016-133711,2016-11-26,2016-11-29,First Class,MC-17425,OFF-PA-10001685,70.98,7,0.0,34.7802,3,0.49
1453,CA-2016-133711,2016-11-26,2016-11-29,First Class,MC-17425,OFF-BI-10000666,91.68,3,0.0,45.84,3,0.5
1454,CA-2016-133711,2016-11-26,2016-11-29,First Class,MC-17425,OFF-BI-10004352,33.75,5,0.0,16.875,3,0.5
1455,CA-2016-133711,2016-11-26,2016-11-29,First Class,MC-17425,TEC-MA-10000010,3040.0,8,0.0,1459.2,3,0.48
1456,CA-2017-148474,2017-06-12,2017-06-19,Standard Class,ME-17320,OFF-BI-10000977,91.2,3,0.0,41.952,7,0.46
1457,CA-2017-148474,2017-06-12,2017-06-19,Standard Class,ME-17320,FUR-TA-10002530,452.94,3,0.0,67.941,7,0.15
1458,CA-2015-111297,2015-08-17,2015-08-21,Standard Class,SC-20440,OFF-BI-10002412,52.2,9,0.0,23.49,4,0.45
1459,CA-2016-123722,2016-09-25,2016-10-01,Standard Class,NH-18610,OFF-LA-10001569,15.936,4,0.2,5.1792,6,0.325
1460,CA-2014-155271,2014-05-04,2014-05-04,Same Day,AA-10480,FUR-FU-10001473,27.46,2,0.0,9.8856,0,0.36
1461,CA-2015-119907,2015-12-01,2015-12-08,Standard Class,LC-17140,OFF-BI-10001765,55.424,2,0.2,19.3984,7,0.35
1462,US-2016-128902,2016-03-11,2016-03-15,Standard Class,MB-18085,FUR-TA-10001095,244.006,2,0.3,-31.3722,4,-0.1286
1463,CA-2016-152289,2016-08-26,2016-08-28,First Class,LC-16930,TEC-AC-10004571,159.984,2,0.2,43.9956,2,0.275
1464,CA-2016-152289,2016-08-26,2016-08-28,First Class,LC-16930,FUR-CH-10002126,1024.716,6,0.3,-29.2776,2,-0.0286
1465,US-2016-104794,2016-12-16,2016-12-19,First Class,KD-16495,OFF-FA-10001754,3.68,2,0.0,1.8032,3,0.49
1466,CA-2014-151708,2014-08-08,2014-08-14,Standard Class,MB-17305,FUR-FU-10001602,121.376,4,0.2,-3.0344,6,-0.025
1467,CA-2014-151708,2014-08-08,2014-08-14,Standard Class,MB-17305,TEC-AC-10001767,95.976,3,0.2,-10.7973,6,-0.1125
1468,CA-2015-100769,2015-05-16,2015-05-16,Same Day,TH-21550,TEC-AC-10002402,255.968,4,0.2,31.996,0,0.125
1469,CA-2017-139199,2017-12-09,2017-12-13,Standard Class,DK-12835,FUR-CH-10000847,872.94,3,0.0,226.9644,4,0.26
1470,CA-2017-139199,2017-12-09,2017-12-13,Standard Class,DK-12835,OFF-BI-10003982,41.54,2,0.0,19.5238,4,0.47
1471,CA-2017-139199,2017-12-09,2017-12-13,Standard Class,DK-12835,OFF-PA-10001293,12.96,2,0.0,6.2208,4,0.48
1472,US-2015-161466,2015-09-24,2015-09-27,Second Class,ON-18715,OFF-AR-10000634,6.848,2,0.2,0.5992,3,0.0875
1473,CA-2017-164959,2017-07-11,2017-07-15,Standard Class,KN-16390,OFF-LA-10004272,8.67,3,0.0,4.0749,4,0.47
1474,US-2015-105676,2015-12-01,2015-12-02,Same Day,NM-18520,FUR-FU-10004270,6.688,4,0.6,-4.0128,1,-0.6
1475,CA-2016-113138,2016-11-19,2016-11-25,Standard Class,NP-18685,OFF-AR-10003770,17.28,6,0.0,5.0112,6,0.29
1476,CA-2016-113138,2016-11-19,2016-11-25,Standard Class,NP-18685,OFF-BI-10000320,17.712,3,0.2,6.4206,6,0.3625
1477,US-2017-104955,2017-03-19,2017-03-24,Standard Class,CG-12040,OFF-LA-10003121,28.91,7,0.0,13.2986,5,0.46
1478,CA-2016-121958,2016-11-13,2016-11-17,Standard Class,CS-12505,OFF-SU-10000381,52.136,7,0.2,5.8653,4,0.1125
1479,CA-2017-121468,2017-11-19,2017-11-20,First Class,KD-16345,TEC-PH-10000376,31.968,4,0.2,2.3976,1,0.075
1480,US-2016-108455,2016-12-02,2016-12-08,Standard Class,MK-18160,OFF-PA-10002262,25.92,4,0.0,12.4416,6,0.48
1481,US-2016-108455,2016-12-02,2016-12-08,Standard Class,MK-18160,OFF-PA-10002464,40.46,7,0.0,19.8254,6,0.49
1482,US-2016-108455,2016-12-02,2016-12-08,Standard Class,MK-18160,OFF-ST-10002214,33.87,3,0.0,8.8062,6,0.26
1483,CA-2017-101210,2017-08-25,2017-08-28,Second Class,DW-13540,OFF-AR-10003560,9.728,2,0.2,1.7024,3,0.175
1484,CA-2017-101210,2017-08-25,2017-08-28,Second Class,DW-13540,OFF-PA-10000130,3.424,1,0.2,1.07,3,0.3125
1485,US-2016-108098,2016-10-14,2016-10-18,Standard Class,CP-12340,TEC-AC-10000865,177.0,3,0.0,30.09,4,0.17
1486,CA-2014-119032,2014-11-27,2014-12-03,Standard Class,MS-17770,OFF-FA-10003021,3.76,2,0.0,1.316,6,0.35
1487,CA-2015-140410,2015-11-03,2015-11-07,Standard Class,CM-12655,TEC-PH-10003580,1212.848,7,0.2,106.1242,4,0.0875
1488,CA-2015-140410,2015-11-03,2015-11-07,Standard Class,CM-12655,TEC-AC-10001109,89.97,3,0.0,37.7874,4,0.42
1489,CA-2015-140410,2015-11-03,2015-11-07,Standard Class,CM-12655,FUR-FU-10003347,42.6,3,0.0,16.614,4,0.39
1490,CA-2014-136280,2014-11-29,2014-12-06,Standard Class,Co-12640,OFF-LA-10000452,5.04,2,0.2,1.764,7,0.35
1491,CA-2017-151911,2017-04-30,2017-05-05,Second Class,DL-13495,OFF-EN-10002986,62.96,4,0.0,28.332,5,0.45
1492,CA-2017-166436,2017-11-24,2017-11-28,Standard Class,TS-21370,OFF-PA-10001838,5.88,1,0.0,2.8812,4,0.49
1493,CA-2017-166436,2017-11-24,2017-11-28,Standard Class,TS-21370,FUR-CH-10000785,977.292,6,0.1,173.7408,4,0.1778
1494,CA-2017-139661,2017-10-30,2017-11-03,Standard Class,JW-15220,FUR-FU-10002885,9.64,2,0.0,3.6632,4,0.38
1495,CA-2014-123925,2014-12-17,2014-12-19,Second Class,RF-19840,OFF-AR-10002952,40.05,3,0.0,11.214,2,0.28
1496,CA-2017-152485,2017-09-04,2017-09-08,Standard Class,JD-15790,OFF-AR-10003759,10.192,7,0.2,3.185,4,0.3125
1497,CA-2017-152485,2017-09-04,2017-09-08,Standard Class,JD-15790,OFF-ST-10004950,16.784,1,0.2,-0.2098,4,-0.0125
1498,CA-2017-152485,2017-09-04,2017-09-08,Standard Class,JD-15790,OFF-AR-10001940,13.12,5,0.2,3.772,4,0.2875
1499,CA-2016-141586,2016-10-17,2016-10-20,First Class,NK-18490,OFF-BI-10003981,18.16,5,0.2,6.583,3,0.3625
1500,CA-2017-130386,2017-11-12,2017-11-18,Standard Class,NG-18430,OFF-PA-10002749,16.056,3,0.2,5.8203,6,0.3625
1501,CA-2017-130386,2017-11-12,2017-11-18,Standard Class,NG-18430,OFF-PA-10003823,223.056,9,0.2,69.705,6,0.3125
1502,CA-2017-130386,2017-11-12,2017-11-18,Standard Class,NG-18430,OFF-ST-10003716,540.048,3,0.2,-47.2542,6,-0.0875
1503,CA-2016-100468,2016-11-24,2016-12-01,Standard Class,AT-10435,TEC-PH-10001300,33.52,2,0.2,3.352,7,0.1
1504,CA-2016-100468,2016-11-24,2016-12-01,Standard Class,AT-10435,FUR-FU-10000010,9.94,2,0.0,3.0814,7,0.31
1505,CA-2015-153388,2015-08-01,2015-08-07,Standard Class,PC-19000,OFF-AR-10001868,6.72,4,0.0,3.36,6,0.5
1506,CA-2015-153388,2015-08-01,2015-08-07,Standard Class,PC-19000,FUR-TA-10003715,1004.976,6,0.2,-175.8708,6,-0.175
1507,CA-2017-154935,2017-12-24,2017-12-29,Standard Class,AR-10540,OFF-BI-10003708,17.88,3,0.2,5.5875,5,0.3125
1508,CA-2016-134208,2016-09-17,2016-09-23,Standard Class,CS-12505,TEC-MA-10004458,396.0,4,0.0,190.08,6,0.48
1509,CA-2017-108294,2017-12-10,2017-12-10,Same Day,LS-16975,OFF-BI-10004965,34.5,3,0.0,15.525,0,0.45
1510,CA-2017-103611,2017-09-12,2017-09-15,First Class,JM-15535,FUR-FU-10004270,8.36,2,0.0,3.0096,3,0.36
1511,CA-2017-100384,2017-06-24,2017-07-01,Standard Class,NH-18610,OFF-AR-10002135,385.6,8,0.0,111.824,7,0.29
1512,CA-2017-100384,2017-06-24,2017-07-01,Standard Class,NH-18610,OFF-AR-10003514,35.82,9,0.0,11.8206,7,0.33
1513,CA-2017-112809,2017-08-18,2017-08-22,Standard Class,RA-19915,OFF-ST-10002276,200.064,3,0.2,12.504,4,0.0625
1514,CA-2017-112809,2017-08-18,2017-08-22,Standard Class,RA-19915,OFF-BI-10001098,21.38,5,0.8,-33.139,4,-1.55
1515,CA-2017-112809,2017-08-18,2017-08-22,Standard Class,RA-19915,OFF-BI-10001636,6.744,4,0.8,-11.4648,4,-1.7
1516,US-2017-160759,2017-12-11,2017-12-17,Standard Class,AI-10855,FUR-CH-10002961,63.686,1,0.3,-9.098,6,-0.1429
1517,CA-2017-148446,2017-12-10,2017-12-14,Second Class,MC-17845,FUR-TA-10004256,1669.6,4,0.0,116.872,4,0.07
1518,CA-2014-111059,2014-02-03,2014-02-06,Second Class,TB-21400,OFF-BI-10004593,83.84,2,0.2,27.248,3,0.325
1519,CA-2014-111059,2014-02-03,2014-02-06,Second Class,TB-21400,OFF-BI-10002827,13.272,3,0.2,4.3134,3,0.325
1520,CA-2017-116204,2017-02-11,2017-02-14,Second Class,VW-21775,OFF-BI-10001759,21.336,7,0.2,7.7343,3,0.3625
1521,CA-2017-109946,2017-04-16,2017-04-21,Standard Class,PL-18925,OFF-AR-10001419,16.52,5,0.2,2.065,5,0.125
1522,CA-2015-144806,2015-12-06,2015-12-11,Standard Class,GH-14425,FUR-FU-10002253,206.112,6,0.2,48.9516,5,0.2375
1523,CA-2015-144806,2015-12-06,2015-12-11,Standard Class,GH-14425,OFF-PA-10002586,19.92,5,0.2,6.723,5,0.3375
1524,CA-2015-144806,2015-12-06,2015-12-11,Standard Class,GH-14425,OFF-PA-10003039,198.272,8,0.2,61.96,5,0.3125
1525,CA-2015-144806,2015-12-06,2015-12-11,Standard Class,GH-14425,OFF-ST-10004804,247.104,6,0.2,-58.6872,5,-0.2375
1526,CA-2015-144806,2015-12-06,2015-12-11,Standard Class,GH-14425,OFF-AR-10004042,86.304,6,0.2,9.7092,5,0.1125
1527,CA-2016-122392,2016-07-22,2016-07-27,Standard Class,CJ-12010,OFF-AR-10002221,4.16,2,0.2,0.364,5,0.0875
1528,CA-2016-122392,2016-07-22,2016-07-27,Standard Class,CJ-12010,FUR-FU-10002456,11.648,2,0.2,3.3488,5,0.2875
1529,CA-2015-148432,2015-11-07,2015-11-10,Second Class,MC-18130,OFF-FA-10004968,26.18,7,0.0,0.5236,3,0.02
1530,CA-2015-148432,2015-11-07,2015-11-10,Second Class,MC-18130,OFF-PA-10001274,7.3,2,0.0,3.431,3,0.47
1531,CA-2015-103793,2015-03-26,2015-03-31,Standard Class,BV-11245,OFF-PA-10001125,74.352,3,0.2,23.235,5,0.3125
1532,CA-2017-159884,2017-08-31,2017-09-05,Standard Class,JF-15490,OFF-ST-10000344,10.744,1,0.2,0.8058,5,0.075
1533,CA-2017-159884,2017-08-31,2017-09-05,Standard Class,JF-15490,OFF-FA-10000585,8.376,3,0.2,2.7222,5,0.325
1534,CA-2016-139885,2016-12-04,2016-12-08,Standard Class,EB-13840,OFF-ST-10003324,212.88,6,0.0,0.0,4,0.0
1535,CA-2017-124086,2017-02-10,2017-02-14,Standard Class,MP-18175,FUR-BO-10004015,203.983,2,0.15,16.7986,4,0.0824
1536,CA-2016-112389,2016-10-29,2016-11-02,Standard Class,JM-15655,OFF-ST-10000419,40.74,3,0.0,0.4074,4,0.01
